,artist,link,song,text,cluster
42,Britney Spears,/b/britney+spears/ooh+la+la_21061266.html,Ooh La La,"You don't have to look like a movie star  Ooh I think you're good just the way you are  Tell me if you could would you up and run away, with me?    You don't have to roll like a millionaire  Baby I would go with you anywhere  We don't need no gold, we'll be shining anyway, we'll see    You know can nobody get down like us  We don't fuck 'till we get enough  C'mon, turn it up 'till the speakers pop  Break it down, show me what you got    Ooh my my baby don't be shy  I see that spark flashing in your eye  My heart beats fast 'cause I want it all  So baby come with me and be my ooh la la    Take my hand, we can go all night  And spin me round just the way I like  It feels so good, I don't wanna stop  So baby come with me and be my ooh la la    You don't have to wear no designer clothes  Just as long as we're dancing on the floor  Fingers in my hair and I'm letting go tonight, so free    You know can nobody get down like us  We don't fuck 'till we get enough  C'mon, turn it up 'till the speakers pop  Break it down, show me what you got    Ooh my my baby don't be shy  I see that spark flashing in your eye  My heart beats fast 'cause I want it all  So baby come with me and be my ooh la la    Take my hand, we can go all night  And spin me round just the way I like  It feels so good, I don't wanna stop  So baby come with me and be my ooh la la    (Be my ooh la la)    Ooh my my baby don't be shy  I see that spark flashing in your eye    Ooh my my baby don't be shy  I see that spark flashing in your eye  My heart beats fast 'cause I want it all  So baby come with me and be my ooh la la    Take my hand, we can go all night  And spin me round just the way I like  It feels so good, I don't wanna stop  So baby come with me and be my ooh la la    Baby come with me and be my ooh la la  So baby come with me and be my ooh la la",1
43,Britney Spears,/b/britney+spears/original+doll_20526394.html,Original Doll,"Everybody look at me,  But nobody knows  What I have, who I am...    Don't tell me what I have to do  (To do)  I'm not have you, my shoe!  (My shoe)  I know wahat you say  I'm just one more chick,  But now... Stop!    Not a chick, not your,  I'm a doll!  If you think I'm that girl  You are wrong 'cause now I am..  Original!    What you lie to my friends?  You are a beutiful, but no mind.  I'm a doll, I want to be more pretty  No... Stop!    Chorus (3X)  Can't you see me?  You are beautiful, no minds.  I am a doll like you.  I want you to be a beautiful dolls like me?  Come here let me be you? Who me?  Come here let me be you? Who me?  Come here baby it's you that I really need too be right next too me?    Chorus  This time I wont fell right now. In my arms right now.  Come on baby it's you that I really care about you? Don't let go?  Right I fell you right right now? Come come? Come come Come? Come Come? Knowme? Listen!! Too you? You and I? Me Myself and I, I'm in love with thisOriginal Doll.",1
44,Britney Spears,/b/britney+spears/perfect+lover_20658120.html,Perfect Lover,Are we ready  Are we ready ready  Are we ready  Are we ready ready    Ah ah ah ah..  Ah ah ah ah..    My body feels like an inferno  Like I'm in a race and I'm jumping the hurdle  Come closer we'll pursue it  Baby Just let go we can do it    Baby I'm just hot for taking  Don't you wanna see my body naked  And I bet you like the way I shake it  And I hope that you can take it    You're the perfect lover  I'm in love with all the things you do  So seductive when your touch me  I can't get enough of you  Your the best  Baby You got me obsessed  And I can't catch my breath  Baby I must confess you got me  Ah Ah Ah  When you come around  Got me so damn high  Can't come down  Everytime you touch me there  You make me feel so hot    I love it  everything you do is so seductive  You got everything that I want and then some  And I can't even front so listen  I know what your missing  Better hurry up  Cause time is ticking  Tic Tock Tic Tock  Come and Get me while I'm hot    You're the perfect lover  I'm in love with all the things you do  So seductive when your touch me  I can't get enough of you  Your the best  Baby You got me obsessed  And I can't catch my breath  Baby I must confess you got me  Ah Ah Ah  When you come around  Got me so damn high  Can't come down  Everytime you touch me there  You make me feel so hot    Give it to my bumper?  Need a chump more that chump?  Man the other ones low?  Let me drive you crazy  All night Cause we got so far to go  Give it to my bumper?  Need a chump more that chump?  Man the other ones low?  Let me drive you crazy  All night Cause we got so far to go    Your the perfect lover  I'm in love with all the things you do  So seductive when your touch me  I can't get enough of you  Your the best  Baby You got me obsessed  And I can't catch my breath  Baby I must confess you got me  Ah Ah Ah  When you come around  Got me so damn high  Can't come down  Everytime you touch me there  You make me feel so hot,1
45,Britney Spears,/b/britney+spears/perfume_21068664.html,Perfume,"Do I imagine it, or do I see your stare  Is there still longing there?  Oh I hate myself, and I feel crazy  Such a classic tale  Current girl friend, ex girlfriend, I'm trying to be cool  Am I being paranoid, am I seeing things?  Am I just insecure?    I want to believe  It's just you and me  Sometimes it feels like there's three  Of us in here baby    So I, wait for you to call  And I try to act natural  Have you been thinking 'bout her about me  And while I wait  I put on my perfume, yeah I want it all over you  I'm gonna mark my territory    I'll never tell, tell on myself but I hope she smells my perfume  I'll never tell, tell on myself but I hope she smells my perfume  I hide it well, hope you can tell but I hope she smells my perfume  I hide it well, hope you can tell but I hope she smells my perfume    I wanna fill the room, when she's in it with you  Please don't forget me  Do I imagine it, or catch these moments  I know you got history    But I'm your girlfriend, now I'm your girlfriend  Trying to be cool  I hope I'm paranoid, that I'm just seeing things  That I'm just insecure    I want to believe  It's just you and me  Sometimes it feels like there's three  Of us in here baby    So I, wait for you to call  And I try to act natural  Have you been thinking 'bout her, about me  And while I wait  I put on my perfume, yeah I want it all over you  I'm gonna mark my territory    So I, wait for you to call  And I try to act natural  Have you been thinking 'bout her, about me  And while I wait  I put on my perfume, yeah I want it all over you  I'm gonna mark my territory    I'll never tell, tell on myself but I hope she smells my perfume  I'll never tell, tell on myself but I hope she smells my perfume  I hide it well, hope you can tell but I hope she smells my perfume  I hide it well, hope you can tell but I hope she smells my perfume",1
46,Britney Spears,/b/britney+spears/piece+of+me_20658111.html,Piece Of Me,"I'm Miss American Dream since I was seventeen  Don't matter if I step on the scene  Or sneak away to the Philippines  They still gon' put pictures of my derriere in the magazine  You want a piece of me?  You want a piece of me    I'm Miss bad media karma  Another day another drama  Guess I can't see no harm  In working and being a mama  And with a kid on my arm  I'm still an exception  And you want a piece of me    I'm Mrs. Lifestyles of the rich and famous  (You want a piece of me)  I'm Mrs. Oh my God that Britney's shameless!  (You want a piece of me)  I'm Mrs. Extra! Extra! This just in  (You want a piece of me)  I'm Mrs. she's too big now she's too thin  (You want a piece of me)    I'm Mrs. 'You want a piece of me?'  Tryin' and pissin' me off  Well get in line with the paparazzi  Who's flippin' me off  Hopin' I'll resort to startin' havoc  And end up settlin' in court  Now are you sure you want a piece of me?  I'm Mrs. 'Most likely to get on TV for strippin' on the streets'  When getting the groceries, no, for real  Are you kidding me?  No wonder there's panic in the industry,  I mean please    I'm Mrs. Lifestyles of the rich and famous  (You want a piece of me)  I'm Mrs. Oh my God that Britney's Shameless  (You want a piece of me)  I'm Mrs. Exta! Extra! this just in  (You want a piece of me)  I'm Mrs. she's too big now she's too thin  (You want a piece of me)  I'm Miss American Dream since I was 17  Don't matter if I step on the scene  Or sneak away to the Philippines  They still gon' put pictures of my derriere in the magazine  You want a piece of me?  You want a piece of me  You want a piece of me?  I'm Mrs. Lifestyles of the rich and famous  (You want a piece of me)  I'm Mrs. Oh my God that Britney's shameless!  (You want a piece of me)  I'm Mrs. Extra! Extra! this just in  (You want a piece of me)  I'm Mrs. she's too big now she's too thin  (You want a piece of me)  I'm Mrs. Lifestyles of the rich and famous  (You want a piece of me)  I'm Mrs. Oh my God that Britney's shameless!  (You want a piece of me)  I'm Mrs. Extra! Extra! this just in  (You want a piece of me)  I'm Mrs. she's too big now she's too thin  (You want a piece of me)  Oh yeah  You want a piece of me",1
47,Britney Spears,/b/britney+spears/prince+charming_20890718.html,Prince Charming,"Verse 1:  Hey Prince Charming  You can kiss my ass  I don't want cha or your fairy tales  I want a Dark Night  Who can rough me up  Whose middle name is dangerous    I don't want guarantees  I don't want promises  I just want a ride baby I'll never forget  Got no expectations  No need for a conversation  Leave the drama out and just get right down to it    Chorus:  Hey Prince Charming  I don't want cha  I don't want cha  What I want is me a bad, bad boy    Hey Prince Charming  I don't want cha  I don't want cha  What I want is me a bad, bad boy    Hey Prince Charming  I don't want cha  I don't want cha  What I want is me a bad, bad boy    Verse 2:  I'm talking damage  With mystery  I'll keep ya company tonight  You bring the leather  I'll bring the lace  I'll wear it safe tonight  I don't want future plans  You can keep your romance  You can give it to me baby  Dying on ice  We can make memories  If you'll remember me  You can have a shot  Have a piece of lime    Chorus:  Hey Prince Charming  I don't want cha  I don't want cha  What I want is me a bad, bad boy    Hey Prince Charming  I don't want cha  I don't want cha  What I want is me a bad, bad boy    Hey Prince Charming  I don't want cha  I don't want cha  What I want is me a bad, bad boy    Verse 3:  All I want is me a really bad boy  Give it to me like a real bad boy  All I want is me a really bad boy  Give it to me like a real bad boy    Chorus:  Hey Prince Charming  I don't want cha  I don't want cha  What I want is me a bad, bad boy    Hey Prince Charming  I don't want cha  I don't want cha  What I want is a me a bad, bad boy  Hey Prince Charming  I don't want cha  I don't want cha  What I want is me a bad, bad boy",1
48,Britney Spears,/b/britney+spears/queen_20642424.html,Queen,"Everybody Ready,  Cause we gonna get up in this Renacence    Ever.. Ever.. Everyody Ready  Lets Go    All the little girls, dancin', dancin' in the room  Give it to me, give it to me, give it to me, Oh!    Shaking it soft  Like the little girlies would  Me madeover    [Chorus:]    There's a Queen in the the castle  Queen in the Room  Shim it to me, shim it to me, shim it to me  Baby    Queen in the castle  Queen in the Room  Let me see my Lady    Princess and Prince  Let's get it together  Let's dance    Princess and Prince  Me Madeover    There's a Queen in the the castle  Queen in the Room  Shim it to me, shim it to me, shim it to me  Baby    Queen in the castle  Queen in the Room  Me Madeover    I now will Present Ye  Me Madeover    Everyody Grab a Partner  Let's dance  Everyody gettin down dirty  Let's dance    (chorus from top)    I now know my Lady Is  Me Madeover    Yeah, what",1
49,Britney Spears,/b/britney+spears/rebellion_20526391.html,Rebellion,You might not believe it  But trust me this is true  You fall for their poison  And become a part of their crew  I'm in a rebellion  And I'm up against the truth  So will you join me?  Or will you be taken too?    You'll find it in rebellion  Your body starts breaking in  They're not believing what they're seeing  'Cause you're rebellion    You'll find it so compelling  'Cause everyone's yelling  'Cause your soul you're not selling  'Cause you're rebellion    Be wary of others  The ones closest to you  The poison they feed you  And the voodoo that they do  But in rebellion there's a sparkle of truth  Don't just stand there  Do what you got to do    You'll find it in rebellion  You'll finally start breathing  They're not believing what they're seeing  'Cause you're rebellion    You'll find it so compelling  With everyone yelling  'Cause your soul you're not selling  'Cause you're rebellion    The eye that is deceiving is the one trapping us in  I'm fighting a losing battle and my patience is wearing thin  But in rebellion there's a glimmer of light  And nobody claims the crown without some sacrifice    You'll find it in rebellion  You'll finally start breathing  They're not believing what they're seeing  'Cause you're rebellion    You'll find it so compelling  'Cause everyone's yelling  'Cause your soul you're not selling  'Cause you're rebellion,1
50,Britney Spears,/b/britney+spears/rock+me+in_20769500.html,Rock Me In,"Rock  (Rock, rock, rock, rock, rock, rock, rock)  Rock  (Rock, rock, rock, rock, rock, rock, rock)    Rockin' headspace,  I'm trippin' out  This is my place,  What you're about    If you come over we can fly away  Together, let's go    [Chorus]  Take me down and you love me right  Spin me all around,  I feel so dizzy, I fall into you  You rock me, you rock me, you rock me  You rock me in  Can ya hold me tight and don't let go?  Take me in your arms and bring me closer  Oh I want you,  You rock me, you rock me, you rock me  You rock me in    If you want to, we can race  I'm super fast now,  You wanna chase?  I can fake it, because you're mine  Double time now, so get in line    If you come over we can fly away  Together, let's go    [Chorus]    Rock me in,  You rock me in    My world is spinnin' round you,  Don't wanna let you down  I'm lost when you're around me,  Take me so far away from here    Look how I'm spinnin' round you,  Don't wanna let you down  I'm lost and can't be found now  Take me down, take me down    If you come over we can fly away  Together, let's go    [Chorus]    Rock me in,  You rock me in    Rock me in,  You rock me in    Rock me in,  You rock me in.",1
51,Death,/d/death/defensive+personalities_20181280.html,Defensive Personalities,"One mind divided into three, for every problem a personality  Each one trying to protect, for the crisis a person they'll select  With sorrow comes reassurance, with confusion there's ignorance    Deny who they are, a fantasy gone gone too far    Protecting the weak points of the mind  Defensive personalities  Violent one minute calm the next  Defensive Personalities    Passed down from generations, years of pain and complication  Darkness was a punishment, memories time cannot mend  Brutalized from the day of birth, to reality they can't return    Existing in a world of three lives inside of one    Protecting the weak points of the mind  Defensive personalities  Violent one minute calm the next  Defensive Personalities",0
52,Death,/d/death/nothing+is+everything_20038466.html,Nothing Is Everything,"Living like us and sharing our day.  In another world very far away  A different existence, yet virtually the same.  Aggression is sadness and laughter is pain  Look deep into their eyes for what they have to say  Emotions take control of life everyday.  Unpredictable variations of behavior,  Hold the key to the mental door  Where nothing is everything, and everything is nothing  Staring beyond the wall a thousand times over    Seeing a part of them that is real  Just imagine how it might feel  To be denied of what life has to give  Behind mental shadows they must live  Look deep into their eyes for what they have to say  Emotions take control of life everyday.",0
53,Death,/d/death/open+casket_20293085.html,Open Casket,"Approach the image filled with fear  As the image grows so clear  Future now takes full control  The one whose past you now behold  Touch, The flesh it is so cold  Turn away, You now have been told  Never to return, memories will last  In the future, you'll think about the past  Never to forget, what you have seen    People come to pay respect  Taking pictures of the dead  That is what life comes to be  Once they lived, now they're deceased    Death is oh so strange  The past no one can change  What you can't predict  Is how long you'll exist  Open casket, Open casket    Life will never be the same  Death can never be explained  It's their time to go beyond  Empty feeling when they're gone    Never to return, memories will last  In the future, you'll think about the past  Never to forget, what you have seen  What can not be real you now believe",0
54,Death,/d/death/painkiller_20293591.html,Painkiller,Faster than a bullet  Terrifying scream  Enraged and full of anger  He's half man and half machine    Rides the Metal Monster  Breathing smoke and fire  Closing in with vengeance soaring high    He is the Painkiller  This is the Painkiller    Planets devastated  Mankind's on its knees  A saviour comes from out the skies  In answer to their pleas    Through boiling clouds of thunder  Blasting bolts of steel  Evils going under deadly wheels    He is the Painkiller  This is the Painkiller    Faster than a lazer bullet  Louder than an atom bomb  Chromium plated boiling metal  Brighter than a thousand suns    Flying high on rapture  Stronger free and brave  Nevermore encaptured  They've been brought back from the grave    With mankind resurrected  Forever to survive  Returns from Armageddon to the skies    He is the Painkiller  This is the Painkiller  Wings of steel Painkiller  Deadly wheels Painkiller,1
55,Death,/d/death/pull+the+plug_20038478.html,Pull The Plug,"Memories is all that's left behind  As I lay and wait to die  Little do they know  That I hear their choice of life    End it now, it is the only way  Too cruel, that is what they say  Release me from this lonely world  There is no hope - Why don't you    Pull the plug  Let me pass away  Pull the plug  Don't want to life this way    Once I had full control of my life  I now behold a machine decides my fate  End it now it's all to late    What has now been days, it seems like years  To stay like this is what I fear  Life ends so fast, so take your chance  And make it last    End it now, it is the only way  Too cruel, that is what they say  Release me from this lonely world  There is no hope - Why don't you    Pull the plug  Let me pass away  Pull the plug  Don't want to life this way",0
56,Death,/d/death/regurgitated+guts_20305319.html,Regurgitated Guts,"Suicidal preacher hangs himself  Unfaithful servant goes straight to hell  When he returns, your life will end  Down from the skies maggots descend  Least expecting his horrible face  Your decayed guts you soon will taste  Unholy feeling grows deep inside  Choking on your guts you open wide    Regurgutated guts  Satisfy his needs  Regurgutated guts  Now you're gonna bleed    Visions of death are growing clear  Life as a corpse is what you fear  Searching through the graves to be set free  From the curse of the priest that's come to be  So unaware of what's to come  Your guts are his when he is done  Reaching for your cross to end this pain  Your life and blood he will have drained    Regurgutated guts  Satisfy his needs  Regurgutated guts  Now you're gonna bleed    In his trance  Your eyes they bleed  Your guts come forth  For his own need",0
57,Death,/d/death/sacred+serenity_20175333.html,Sacred Serenity,"Wherever we go, whatever we do  Your shadow is not far behind our steps  And our breath  Protecting and watching all...  Observing spirits on the wall  What are they telling you?    Following all instincts that are pure  Oblivious to time that may be the cure    Sacred is the gift that they  have without knowing  Serenity is knowing it's safe  from destruction of time    Maybe we could take a step back  And discover what leads us to attack  Time that is short - distance unknown  For them, each day life has just begun  Observing spirits on the wall  What are they telling you?    Following all instincts that are pure  Oblivious to time that may be the cure    Sacred is the gift that they  have without knowing  Serenity is knowing it's safe  from destruction of time",0
58,Death,/d/death/scream+bloody+gore_20175906.html,Scream Bloody Gore,"Decapitated head licking your cunt  Sucking all the blood from your stump  Intestinal guts taking their hold  Leaving you dead, stiff and cold    Controlling the minds of the bloodthristy dead  Unholy seizure slicing through your head  Who will survive only time will tell  Dripping from your mouth comes a rancid smell  Lobotomised corpse shredding your flesh  Leaving your body a bloody mess    Scream bloody gore  Scream bloody gore    Inject the reborn terror, the blood comes spurting out  Another to control, add it to your count  Orders to destroy, rip and tear apart  Wishing for the end, your dead is just the start    Controlling the minds of the bloodthristy dead  Unholy seizure slicing through your head  Who will survive only time will tell  Dripping from your mouth comes a rancid smell  Lobotomised corpse shredding your flesh  Leaving your body a bloody mess    Scream bloody gore  Scream bloody gore    Armies of the dead  Hail their leader's head  Hungry for the flesh  While it's warm and fresh    Through the smoke who will see  Who will come out alive?  Now it's your turn to feel the pain  Now it's your turn to die",0
59,Death,/d/death/spirit+crusher_20297979.html,Spirit Crusher,"It comes from the depths  Of a place unknown to the  Keeper of dreams  If it could then it would steal  The sun and the moon from the sky  Beware    Human at sight, monster at heart  Don't let it inside it could  Tear you right apart    No guilt, it feeds in plain sight  Spirit Crusher  Stay strong and hold on tight  Spirit Crusher    Speaking in killing words    The vicious kind that crush and kill  No mercy, its pleasure to taste  The blood that it bled.    When it's time to feed to fulfill  The need to consume a breath  Some will rise standing tall  Breathing out all the breath from  The voice of a soul.",0
60,Death,/d/death/story+to+tell_20329164.html,Story To Tell,"Drifting into the lives  Seep into the soul where emotions hide  Dark skies were beating me down  With shadows of deceit slashing at  Trust till it forever bleeds  With doubt, with pain, with trust  Is pain.    When you think of me in your  Multidimesional mind, try and wash the  ""Evil"" from your mind and open it.    When you taste the truth you will  See like others before me, to you  I am past, a story to tell  Tell it.    You may think you own the end  Take another close look at the script    Of sadness etched in the book.",0
61,Xzibit,/x/xzibit/at+the+speed+of+life_20148095.html,At The Speed Of Life,"      Intro:    Listen you fuckers, you screwheads  Here's a man who won't take it anymore  A man who stood up against  The skunk, the kunts, the dogs, the fill, the shit  Here is some one who stood up  Here is...    Yeah! this is it for anybody usin bodies  presents, Xzibit movin at the speed of life  Yeah! check it    Verse One:    It took a long time comin but we waited  Xzibit went from underated  To now most antcipaded  never would of thought that I would rock your set  And get love and respect without no special effects  Only the rugged ruff shit that the hard rock need  Lyrics must contain more then just clothes bitches and weed  thinkin' how you like to see the next man bleed  Tryin to glority greed  Livin life at ridiculuos speed-indeed!  The main goal to achieve, is to succeed  Have it laid out for your seed  But the world gets colder every day by day  Physically, mentally gettin drained by L.A.  Trying to find piece of mind  is like trying to find a gold mine  it just won't happen  no time for relaxin  Real soldiers of fortune  the front line of the action  So never show a nigga what you packin'  ""You know what i'm sayin'?""  It's too much weight to be juggling  who do you picture when you think about struggling  Kids in the bed, no food stomach bubbilin  Niggas in the E-class heavy drug smugglin    Chorus:    Movin...yeah!  yes movin...  At the speed of life    Verse Two:    And plus I feel that no style is darker than mine  There was a time it was all about beats and rhymes  But nowadays the blind just follow the blind  and when I die!  Niggas still recite these lines  to rock the heads, waterbeds citys and towns  Bringin strength to the masses that be holdin it down  the underground! to upper echelon and beyond  Xzibit rock and roll the streets like a vagabond  Nigga want to trip you gettin dissed like a blond bitch  mackin to Farrakhan, I run game like a marathon  It's here today then tomorrow it's gone  It's the law of the land  a straight modern day babylon!    Chorus:    Movin...yeah! yeah! like this  Like this...at the speed of life  Ah! Bring it live, yeah!    Verse Three:    Xzibit lookin at the earth through wide angles  I found a stairway to heaven in a city of lost angels  Where small situations turn to altercation  with a heavy ass price  'cause niggas don't fight no more!  before hip hop was all about drama  anything for a dollar before Kane fucked Madona  Xzibit maintain and stayed bent like a comma  Just me and my bottle  we shall lead not follow  Emcees be full of shit  but they style be hollow  it seems you've bitin off more  than you can possibly swallow  just a day in the life of a man named X  only blunt and latex for the oppisite sex  you see niggas comin through to smoke and pay respect  ever since fifteen, I been ready for anything  whatever they bring in any shape, form or fashion  I live to the fullest and rip rhyme with a passion  but in the mean while if worse comes to worst  bust a round or bust a verse whatever comes first  Yeah! we got it locked down tight  Xzibit bring truth to the light  shit is movin at the speed of life    Chorus:    Movin...  At the speed of life    ",2
62,Xzibit,/x/xzibit/everything_21046454.html,Everything,"[Chorus]  I was on the block picturing blocks at fifteen  I remember underage drinking at sixteen  Then my nuts in Cali banging at seventeen  Now I got everything, bitch, I got everything    My back was to the wall, visited all, after all, all I had was me  Just tenacity, so we all leave with a sense of sweet  Then everything I write around got a cotton seat  Fuck y'all dry, saw off and done rapidly  Partner, now let's be honest, ain't got no good intentions  The upper tune is the dudes moving in my position  But I'm a heavy, wait humble, hitting the heavy bag  Waiting for the day I stumble across your fucking ass  Instead I push the work in, chin up and chest out  Picking the shit up where I left off  You went soft intention too tenant to deal with the Los Angel  I admit it, I bull shit and gave you the wrong angle  Now I have a seat at my table, let me do you the business  Diversify you millions, you can leave off the entrance  Make every revenue street flood to where it took me  And make that money stack higher than giraffes    [Chorus]    I used to have a Glock that I would shot to at backpack  So it will leave no shells at the scene  Where I was getting my kid back  Yeah, this for the homie whack, rolled to and chopped up  On hard to make the west defined a united fund  Beard big, light it up, waiting on that vending truck  So I can crush the corner, welcome to California  Where people fake it 'till they make it  Or take it with their hand gun  Take your chances, swing, try to land one  Now you're in the box like a sand some, I march to the madness  My symphony deliver something classic  Either you ain't glad or you blast it, jumped in or dragged it  Either way, you got to salute the flag, who you want it with?  I acknowledge honest with whole heart and integrity  People keep telling me I'm about to catch a felony  Stage presence, reminiscent of my flash back  Gave my girl a son and my last name    [Chorus]    Motherfucker, I live in room that look like a drive-in  When I open my eyes a bunch of bitches play violins  Nothing but respect when I walk to the lights in  Because I kill everything, bitch, I kill everything  Nothing ever compares with the spring of a free mind  Find the most dangerous weapon ever acquired by mankind  Using to fight for your freedom and oppress your oppressors  You mold them and lead them, fuck the positive message  This is a lifetime allegiance, boy, you're down to the essence  There's no payment for passage, my immaculate presence  Make every revenue street flood, look where it took me  And make that money stack high and you run a pussy    [Chorus]",2
63,Xzibit,/x/xzibit/eyes+may+shine_20148101.html,Eyes May Shine,"Yeah yeah  Look, you could've got away but your response wasn't quick enough  Can't preserve life 'cause the best wasn't thick enough  Teflon, Napalm, Homicide scenes  These are a few of my favorite things!  But I ain't Mary so ain't a damn thing poppin  Only death disease and a whole lota palm trees  Not only for mics, Xzibit is a way of life  Until my death so I celebrate success  Best of the best wouldn't test these waters with a yacht  Sendin' sixteen shots across your parking lot  All up on your proximity drinking Hennessy  Holdin down ground like the Statute of Liberty  So nobody ever can rush my spot  And the torch stay lit so I ain't worried about shit  It ain't where your from it's al about how you represent!  Unfamiliar faces better know who your fuckin' with    [Chorus]: (2x)  Eyes may shine, Teeth may grit  And all of that shit  And you still won't step  So what's next?  All of a sudden you ain't sayin nothin  [You Better off buckin yourself]  [You need to stop frontin]    I'm only comin' through when it's time for collection  Xzibit forever nasty, spread like infection  Ain't no protection ever made by man to withstand this punishment  In other words runnin' shit  Keep your eyes wide cause the style gets darker  I make papers and see more new cars than Bob barker  'Cause if the price ain't right then it's time to take flight  Let the piece go twice to make sure you see the light  Plus I'm dreaded not by the locks but by the cops  And flocks of females that only think with their croth  Unlimitted smoke  The bonified cut throat Columbian neck tie  Now don't you look fly  I'll leave you there to be discovered by your mother  Or maybe your brother or your boty boy lover  No matter your backround Xzibit never backs down  Be prepared for static and semi automatics in your grill    [Chorus]: (2x)  Eyes may shine, Teeth may grit  And all of that shit  And you still won't step  So what's next?  All of a sudden you ain't sayin nothin  [You Better off buckin yourself]  [You need to stop frontin]    Everything that come around go 3.6.0.  Longtitude and latitude  It's alll in the attitude  I'm in the mood to put a twist on things  Xzibit here to rock the planet 'till the fat bitch sings  The shit is closer than you think  Don't blink it might be over in a matter of seconds  I'd like to say this off the record  But it's not  So I testify to the fact  Chronic mixed with the Yak make a hellified contact  It makes it real easy to trip  Unload the whole clip on your block then split!  ain't no answers to the test you taken  Never move fakin'  Can't be shaken'  From my solid foundation like this    [Chorus]: (2x)  Eyes may shine, Teeth may grit  And all of that shit  And you still won't step  So what's next?  All of a sudden you ain't sayin nothin  [You Better off buckin yourself]  [You need to stop frontin]",2
64,Xzibit,/x/xzibit/family+values_20361153.html,Family Values,"This how you make me feel, this how you make me feel  This how you make me feel, that's how I know it's real  Take you around the world, take you around the world  Take you around the world, take you around the world    'cause you my baby girl, 'cause you my baby girl  'cause you my baby girl, 'cause you my, my, my  'cause you my baby girl, 'cause you my baby girl  'cause you my baby girl, 'cause my, my, my    This how you make me feel, that's how I know it's real  Take you around the world 'cause you my baby girl  I know you feelin' good, I know you feelin' right  You see me ridin', you ridin' wit me, our shit is tight    Self-made millionaire, refined myself  My success, God bless, not defined by wealth  Come on, we live in crazy times, niggers that lost their minds  We wanna fuck every fuckin' chicken we fuckin' find    But then there comes a time when you start to grow  But you ain't growin' with me and it's startin' to show  Before I say I can't live without you  Let's sit and have a talk about family value    Now listen, I see you got some kids that you ain't never with  Your baby father put hands on you, some crazy shit  So he gon' pay for that, fuck with niggers who rap  Most of that quality time is spent on your back    Now before I devote the rest of my life  Can you at least show a nigger you can boil some rice?  Is that too much to ask, am I movin' too fast?  Do you have anythin' to offer me besides some ass?    You think you high class, the upper echelon  But spent all your grit money in the hair salon  I'm s'posed to help you out but it just made me think  You ain't ready for the world, you ain't ready for me    This how you make me feel, this how you make me feel  This how you make me feel, that's how I know it's real  Take you around the world, take you around the world  Take you around the world, take you around the world    'cause you my baby girl, 'cause you my baby girl  'cause you my baby girl, 'cause you my, my, my  'cause you my baby girl, 'cause you my baby girl  'cause you my baby girl, 'cause my, my, my    Damn baby, I see they drivin' you crazy because your body's amazin'  I know you wanted to phase me but hey  I seen a lot of girls, messed up a lot of curls  You ain't gon' keep me with sex when only sex occurs    Want you to think ahead, not just give me head  Want you to make a household, baby, not just the bed  I know the scene is what you seem to see  But you need'nt to be but believe you me, baby girl    They jus' gon' use you up, fuck you and bruise you up  They got no family values, they ain't gon' choose you up  We disrespect ourselves, we think we livin' well  I could be wrong in this song but only time will tell    You maybe thinkin', ?Hey X, you just a hypocrite  You actin' like you never called a girl a fuckin' bitch?  Nah, it's not that but it's like this  We need change and I'm just man enough to say this shit    This how you make me feel, this how you make me feel  This how you make me feel, that's how I know it's real  Take you around the world, take you around the world  Take you around the world, take you around the world    'cause you my baby girl, 'cause you my baby girl  'cause you my baby girl, 'cause you my, my, my  'cause you my baby girl, 'cause you my baby girl  'cause you my baby girl, 'cause my, my, my    This how you make me feel, this how you make me feel  This how you make me feel, that's how I know it's real  Take you around the world, take you around the world  Take you around the world, take you around the world    'cause you my baby girl, 'cause you my baby girl  'cause you my baby girl, 'cause you my, my, my  'cause you my baby girl, 'cause you my baby girl  'cause you my baby girl, 'cause my, my, my",1
